ppm (expt), data (expt), ppm (sim), data (sim)
,,-209.602,10.8326
,,-209.656,10.851
,,-209.71,10.869
,,-209.764,10.8864
,,-209.818,10.9033
,,-209.872,10.9197
,,-209.926,10.9355
,,-209.98,10.9508
,,-210.035,10.9656
,,-210.089,10.9798
,,-210.143,10.9935
,,-210.197,11.0067
,,-210.251,11.0194
,,-210.305,11.0317
,,-210.359,11.0434
,,-210.413,11.0547
,,-210.467,11.0656
,,-210.521,11.076
,,-210.575,11.086
,,-210.629,11.0957
,,-210.683,11.1051
,,-210.737,11.1141
,,-210.791,11.1228
,,-210.845,11.1312
,,-210.899,11.1395
,,-210.953,11.1475
,,-211.007,11.1553
,,-211.061,11.1629
,,-211.115,11.1705
,,-211.169,11.1779
,,-211.223,11.1852
,,-211.277,11.1925
,,-211.331,11.1998
,,-211.385,11.2071
,,-211.439,11.2144
,,-211.493,11.2217
,,-211.547,11.2291
,,-211.601,11.2365
,,-211.656,11.2441
,,-211.71,11.2517
,,-211.764,11.2595
,,-211.818,11.2673
,,-211.872,11.2753
,,-211.926,11.2834
,,-211.98,11.2917
,,-212.034,11.3
,,-212.088,11.3085
,,-212.142,11.317
,,-212.196,11.3257
,,-212.25,11.3345
,,-212.304,11.3433
,,-212.358,11.3521
,,-212.412,11.361
,,-212.466,11.3699
,,-212.52,11.3788
,,-212.574,11.3876
,,-212.628,11.3963
,,-212.682,11.405
,,-212.736,11.4135
,,-212.79,11.4218
,,-212.844,11.4299
,,-212.898,11.4377
,,-212.952,11.4453
,,-213.006,11.4525
,,-213.06,11.4593
,,-213.114,11.4658
,,-213.168,11.4718
,,-213.222,11.4773
,,-213.276,11.4823
,,-213.331,11.4867
,,-213.385,11.4905
,,-213.439,11.4936
,,-213.493,11.4961
,,-213.547,11.4979
,,-213.601,11.4989
,,-213.655,11.4991
,,-213.709,11.4985
,,-213.763,11.497
,,-213.817,11.4947
,,-213.871,11.4915
,,-213.925,11.4874
,,-213.979,11.4823
,,-214.033,11.4763
,,-214.087,11.4693
,,-214.141,11.4614
,,-214.195,11.4524
,,-214.249,11.4425
,,-214.303,11.4315
,,-214.357,11.4196
,,-214.411,11.4066
,,-214.465,11.3927
,,-214.519,11.3778
,,-214.573,11.362
,,-214.627,11.3452
,,-214.681,11.3274
,,-214.735,11.3088
,,-214.789,11.2892
,,-214.843,11.2688
,,-214.897,11.2476
,,-214.952,11.2255
,,-215.006,11.2026
,,-215.06,11.1791
,,-215.114,11.1548
,,-215.168,11.1298
,,-215.222,11.1042
,,-215.276,11.0779
,,-215.33,11.0511
,,-215.384,11.0238
,,-215.438,10.996
,,-215.492,10.9678
,,-215.546,10.9392
,,-215.6,10.9101
,,-215.654,10.8808
,,-215.708,10.8512
,,-215.762,10.8213
,,-215.816,10.7912
,,-215.87,10.761
,,-215.924,10.7306
,,-215.978,10.7001
,,-216.032,10.6695
,,-216.086,10.6389
,,-216.14,10.6083
,,-216.194,10.5777
,,-216.248,10.5471
,,-216.302,10.5166
,,-216.356,10.4862
,,-216.41,10.4558
,,-216.464,10.4256
,,-216.518,10.3955
,,-216.572,10.3656
,,-216.627,10.3358
,,-216.681,10.3061
,,-216.735,10.2766
,,-216.789,10.2473
,,-216.843,10.2181
,,-216.897,10.1891
,,-216.951,10.1602
,,-217.005,10.1315
,,-217.059,10.1029
,,-217.113,10.0744
,,-217.167,10.046
,,-217.221,10.0178
,,-217.275,9.9896
,,-217.329,9.9615
,,-217.383,9.9334
,,-217.437,9.9054
,,-217.491,9.8773
,,-217.545,9.8493
,,-217.599,9.8212
,,-217.653,9.793
,,-217.707,9.7648
,,-217.761,9.7365
,,-217.815,9.708
,,-217.869,9.6794
,,-217.923,9.6506
,,-217.977,9.6216
,,-218.031,9.5924
,,-218.085,9.5629
,,-218.139,9.5332
,,-218.193,9.5032
,,-218.248,9.4729
,,-218.302,9.4423
,,-218.356,9.4114
,,-218.41,9.3801
,,-218.464,9.3484
,,-218.518,9.3164
,,-218.572,9.284
,,-218.626,9.2511
,,-218.68,9.2179
,,-218.734,9.1843
,,-218.788,9.1503
,,-218.842,9.1158
,,-218.896,9.0809
,,-218.95,9.0456
,,-219.004,9.0099
,,-219.058,8.9737
,,-219.112,8.9371
,,-219.166,8.9001
,,-219.22,8.8627
,,-219.274,8.8249
,,-219.328,8.7867
,,-219.382,8.7481
,,-219.436,8.7091
,,-219.49,8.6698
,,-219.544,8.6301
,,-219.598,8.59
,,-219.652,8.5496
,,-219.706,8.5089
,,-219.76,8.4678
,,-219.814,8.4265
,,-219.869,8.3849
,,-219.923,8.3429
,,-219.977,8.3007
,,-220.031,8.2583
,,-220.085,8.2156
,,-220.139,8.1726
,,-220.193,8.1294
,,-220.247,8.086
,,-220.301,8.0424
,,-220.355,7.9986
,,-220.409,7.9545
,,-220.463,7.9103
,,-220.517,7.8659
,,-220.571,7.8213
,,-220.625,7.7765
,,-220.679,7.7315
,,-220.733,7.6864
,,-220.787,7.641
,,-220.841,7.5955
,,-220.895,7.5498
,,-220.949,7.5039
,,-221.003,7.4578
,,-221.057,7.4115
,,-221.111,7.3651
,,-221.165,7.3184
,,-221.219,7.2715
,,-221.273,7.2244
,,-221.327,7.1771
,,-221.381,7.1296
,,-221.435,7.0818
,,-221.489,7.0338
,,-221.544,6.9856
,,-221.598,6.9371
,,-221.652,6.8883
,,-221.706,6.8393
,,-221.76,6.7901
,,-221.814,6.7406
,,-221.868,6.6908
,,-221.922,6.6407
,,-221.976,6.5904
,,-222.03,6.5398
,,-222.084,6.489
,,-222.138,6.4379
,,-222.192,6.3866
,,-222.246,6.335
,,-222.3,6.2831
,,-222.354,6.2311
,,-222.408,6.1788
,,-222.462,6.1263
,,-222.516,6.0737
,,-222.57,6.0208
,,-222.624,5.9678
,,-222.678,5.9147
,,-222.732,5.8615
,,-222.786,5.8081
,,-222.84,5.7547
,,-222.894,5.7013
,,-222.948,5.6478
,,-223.002,5.5944
,,-223.056,5.541
,,-223.11,5.4877
,,-223.165,5.4345
,,-223.219,5.3815
,,-223.273,5.3286
,,-223.327,5.2759
,,-223.381,5.2235
,,-223.435,5.1714
,,-223.489,5.1196
,,-223.543,5.0681
,,-223.597,5.0171
,,-223.651,4.9665
,,-223.705,4.9163
,,-223.759,4.8667
,,-223.813,4.8176
,,-223.867,4.769
,,-223.921,4.7211
,,-223.975,4.6738
,,-224.029,4.6272
,,-224.083,4.5813
,,-224.137,4.5361
,,-224.191,4.4916
,,-224.245,4.4479
,,-224.299,4.4051
,,-224.353,4.363
,,-224.407,4.3218
,,-224.461,4.2814
,,-224.515,4.2419
,,-224.569,4.2033
,,-224.623,4.1655
,,-224.677,4.1287
,,-224.731,4.0927
,,-224.785,4.0576
,,-224.84,4.0234
,,-224.894,3.9901
,,-224.948,3.9576
,,-225.002,3.926
,,-225.056,3.8953
,,-225.11,3.8654
,,-225.164,3.8363
,,-225.218,3.808
,,-225.272,3.7805
,,-225.326,3.7537
,,-225.38,3.7277
,,-225.434,3.7023
,,-225.488,3.6776
,,-225.542,3.6535
,,-225.596,3.63
,,-225.65,3.6071
,,-225.704,3.5847
,,-225.758,3.5627
,,-225.812,3.5412
,,-225.866,3.5202
,,-225.92,3.4994
,,-225.974,3.479
,,-226.028,3.4589
,,-226.082,3.439
,,-226.136,3.4193
,,-226.19,3.3998
,,-226.244,3.3804
,,-226.298,3.3611
,,-226.352,3.3418
,,-226.406,3.3226
,,-226.461,3.3033
,,-226.515,3.2839
,,-226.569,3.2645
,,-226.623,3.2449
,,-226.677,3.2252
,,-226.731,3.2053
,,-226.785,3.1852
,,-226.839,3.1648
,,-226.893,3.1443
,,-226.947,3.1234
,,-227.001,3.1023
,,-227.055,3.0809
,,-227.109,3.0592
,,-227.163,3.0371
,,-227.217,3.0148
,,-227.271,2.9921
,,-227.325,2.9691
,,-227.379,2.9458
,,-227.433,2.9222
,,-227.487,2.8982
,,-227.541,2.874
,,-227.595,2.8494
,,-227.649,2.8246
,,-227.703,2.7995
,,-227.757,2.7742
,,-227.811,2.7486
,,-227.865,2.7228
,,-227.919,2.6969
,,-227.973,2.6707
,,-228.027,2.6444
,,-228.082,2.618
,,-228.136,2.5915
,,-228.19,2.565
,,-228.244,2.5384
,,-228.298,2.5117
,,-228.352,2.4851
,,-228.406,2.4586
,,-228.46,2.4321
,,-228.514,2.4057
,,-228.568,2.3794
,,-228.622,2.3533
,,-228.676,2.3273
,,-228.73,2.3016
,,-228.784,2.276
,,-228.838,2.2508
,,-228.892,2.2258
,,-228.946,2.201
,,-229,2.1766
,,-229.054,2.1526
,,-229.108,2.1288
,,-229.162,2.1054
,,-229.216,2.0824
,,-229.27,2.0598
,,-229.324,2.0375
,,-229.378,2.0157
,,-229.432,1.9942
,,-229.486,1.9732
,,-229.54,1.9525
,,-229.594,1.9323
,,-229.648,1.9125
,,-229.702,1.8931
,,-229.757,1.874
,,-229.811,1.8554
,,-229.865,1.8372
,,-229.919,1.8193
,,-229.973,1.8017
,,-230.027,1.7846
,,-230.081,1.7677
,,-230.135,1.7512
,,-230.189,1.735
,,-230.243,1.719
,,-230.297,1.7034
,,-230.351,1.6879
,,-230.405,1.6727
,,-230.459,1.6578
,,-230.513,1.643
,,-230.567,1.6283
,,-230.621,1.6139
,,-230.675,1.5995
,,-230.729,1.5853
,,-230.783,1.5711
,,-230.837,1.5571
,,-230.891,1.543
,,-230.945,1.5291
,,-230.999,1.5151
,,-231.053,1.5011
,,-231.107,1.4872
,,-231.161,1.4732
,,-231.215,1.4591
,,-231.269,1.445
,,-231.323,1.4308
,,-231.378,1.4166
,,-231.432,1.4023
,,-231.486,1.3879
,,-231.54,1.3734
,,-231.594,1.3587
,,-231.648,1.344
,,-231.702,1.3292
,,-231.756,1.3143
,,-231.81,1.2992
,,-231.864,1.2841
,,-231.918,1.2688
,,-231.972,1.2535
,,-232.026,1.2381
,,-232.08,1.2226
,,-232.134,1.207
,,-232.188,1.1913
,,-232.242,1.1756
,,-232.296,1.1598
,,-232.35,1.144
,,-232.404,1.1281
,,-232.458,1.1123
,,-232.512,1.0964
,,-232.566,1.0806
,,-232.62,1.0648
,,-232.674,1.049
,,-232.728,1.0333
,,-232.782,1.0176
,,-232.836,1.002
,,-232.89,0.9865
,,-232.944,0.9711
,,-232.999,0.9558
,,-233.053,0.9407
,,-233.107,0.9257
,,-233.161,0.9109
,,-233.215,0.8962
,,-233.269,0.8817
,,-233.323,0.8674
,,-233.377,0.8533
,,-233.431,0.8394
,,-233.485,0.8256
,,-233.539,0.8122
,,-233.593,0.7989
,,-233.647,0.7858
,,-233.701,0.773
,,-233.755,0.7604
,,-233.809,0.7481
,,-233.863,0.736
,,-233.917,0.7241
,,-233.971,0.7124
,,-234.025,0.701
,,-234.079,0.6898
,,-234.133,0.6789
,,-234.187,0.6681
,,-234.241,0.6576
,,-234.295,0.6473
,,-234.349,0.6372
,,-234.403,0.6273
,,-234.457,0.6176
,,-234.511,0.6081
,,-234.565,0.5988
,,-234.619,0.5897
,,-234.674,0.5808
,,-234.728,0.572
,,-234.782,0.5633
,,-234.836,0.5549
,,-234.89,0.5465
,,-234.944,0.5384
,,-234.998,0.5303
,,-235.052,0.5224
,,-235.106,0.5146
,,-235.16,0.5069
,,-235.214,0.4994
,,-235.268,0.492
,,-235.322,0.4846
,,-235.376,0.4774
,,-235.43,0.4703
,,-235.484,0.4633
,,-235.538,0.4565
,,-235.592,0.4497
,,-235.646,0.443
,,-235.7,0.4365
,,-235.754,0.43
,,-235.808,0.4237
,,-235.862,0.4175
,,-235.916,0.4114
,,-235.97,0.4055
,,-236.024,0.3997
,,-236.078,0.394
,,-236.132,0.3885
,,-236.186,0.3831
,,-236.24,0.3779
,,-236.295,0.3729
,,-236.349,0.3681
,,-236.403,0.3634
,,-236.457,0.3589
,,-236.511,0.3547
,,-236.565,0.3506
,,-236.619,0.3468
,,-236.673,0.3431
,,-236.727,0.3397
,,-236.781,0.3365
,,-236.835,0.3336
,,-236.889,0.3309
,,-236.943,0.3285
,,-236.997,0.3263
,,-237.051,0.3243
,,-237.105,0.3226
,,-237.159,0.3212
,,-237.213,0.32
,,-237.267,0.3191
,,-237.321,0.3184
,,-237.375,0.318
,,-237.429,0.3178
,,-237.483,0.3179
,,-237.537,0.3182
,,-237.591,0.3187
,,-237.645,0.3195
,,-237.699,0.3204
,,-237.753,0.3216
,,-237.807,0.3229
,,-237.861,0.3244
,,-237.915,0.3261
,,-237.97,0.3279
,,-238.024,0.3299
,,-238.078,0.3319
,,-238.132,0.3341
,,-238.186,0.3363
,,-238.24,0.3386
,,-238.294,0.341
,,-238.348,0.3434
,,-238.402,0.3458
,,-238.456,0.3481
,,-238.51,0.3505
,,-238.564,0.3528
,,-238.618,0.355
,,-238.672,0.3571
,,-238.726,0.3591
,,-238.78,0.361
,,-238.834,0.3628
,,-238.888,0.3643
,,-238.942,0.3657
,,-238.996,0.3669
,,-239.05,0.3679
,,-239.104,0.3687
,,-239.158,0.3692
,,-239.212,0.3694
,,-239.266,0.3694
,,-239.32,0.3691
,,-239.374,0.3685
,,-239.428,0.3676
,,-239.482,0.3665
,,-239.536,0.365
,,-239.591,0.3632
,,-239.645,0.3611
,,-239.699,0.3587
,,-239.753,0.3559
,,-239.807,0.3529
,,-239.861,0.3496
,,-239.915,0.3459
,,-239.969,0.342
,,-240.023,0.3378
,,-240.077,0.3333
,,-240.131,0.3285
,,-240.185,0.3235
,,-240.239,0.3183
,,-240.293,0.3128
,,-240.347,0.3071
,,-240.401,0.3013
,,-240.455,0.2952
,,-240.509,0.2891
,,-240.563,0.2827
,,-240.617,0.2763
,,-240.671,0.2698
,,-240.725,0.2632
,,-240.779,0.2565
,,-240.833,0.2499
,,-240.887,0.2432
,,-240.941,0.2365
,,-240.995,0.2299
,,-241.049,0.2233
,,-241.103,0.2168
,,-241.157,0.2103
,,-241.212,0.204
,,-241.266,0.1979
,,-241.32,0.1918
,,-241.374,0.186
,,-241.428,0.1803
,,-241.482,0.1748
,,-241.536,0.1696
,,-241.59,0.1645
,,-241.644,0.1597
,,-241.698,0.1552
,,-241.752,0.1509
,,-241.806,0.1468
,,-241.86,0.1431
,,-241.914,0.1395
,,-241.968,0.1363
,,-242.022,0.1333
,,-242.076,0.1306
,,-242.13,0.1282
,,-242.184,0.126
,,-242.238,0.1241
,,-242.292,0.1224
,,-242.346,0.121
,,-242.4,0.1198
,,-242.454,0.1188
,,-242.508,0.118
,,-242.562,0.1174
,,-242.616,0.117
,,-242.67,0.1167
,,-242.724,0.1166
,,-242.778,0.1165
,,-242.832,0.1166
,,-242.887,0.1168
,,-242.941,0.117
,,-242.995,0.1172
,,-243.049,0.1175
,,-243.103,0.1178
,,-243.157,0.118
,,-243.211,0.1182
,,-243.265,0.1182
,,-243.319,0.1182
,,-243.373,0.1181
,,-243.427,0.1178
,,-243.481,0.1174
,,-243.535,0.1167
,,-243.589,0.1159
,,-243.643,0.1148
,,-243.697,0.1135
,,-243.751,0.1119
,,-243.805,0.11
,,-243.859,0.1079
,,-243.913,0.1054
,,-243.967,0.1026
,,-244.021,0.0995
,,-244.075,0.096
,,-244.129,0.0922
,,-244.183,0.088
,,-244.237,0.0834
,,-244.291,0.0785
,,-244.345,0.0732
,,-244.399,0.0676
,,-244.453,0.0615
,,-244.508,0.0552
,,-244.562,0.0484
,,-244.616,0.0413
,,-244.67,0.0338
,,-244.724,0.026
,,-244.778,0.0179
,,-244.832,9.46E-03
,,-244.886,7.19E-04
,,-244.94,-8.31E-03
,,-244.994,-0.0176
,,-245.048,-0.0272
,,-245.102,-0.037
,,-245.156,-0.047
,,-245.21,-0.0572
,,-245.264,-0.0675
,,-245.318,-0.0781
,,-245.372,-0.0887
,,-245.426,-0.0995
,,-245.48,-0.1103
,,-245.534,-0.1212
,,-245.588,-0.1321
,,-245.642,-0.143
,,-245.696,-0.1539
,,-245.75,-0.1647
,,-245.804,-0.1755
,,-245.858,-0.1862
,,-245.912,-0.1967
,,-245.966,-0.2071
,,-246.02,-0.2173
,,-246.074,-0.2273
,,-246.128,-0.2371
,,-246.183,-0.2466
,,-246.237,-0.2559
,,-246.291,-0.2648
,,-246.345,-0.2735
,,-246.399,-0.2818
,,-246.453,-0.2897
,,-246.507,-0.2973
,,-246.561,-0.3045
,,-246.615,-0.3113
,,-246.669,-0.3177
,,-246.723,-0.3236
,,-246.777,-0.3291
,,-246.831,-0.3341
,,-246.885,-0.3387
,,-246.939,-0.3428
,,-246.993,-0.3463
,,-247.047,-0.3494
,,-247.101,-0.352
,,-247.155,-0.3541
,,-247.209,-0.3557
,,-247.263,-0.3567
,,-247.317,-0.3573
,,-247.371,-0.3573
,,-247.425,-0.3568
,,-247.479,-0.3558
,,-247.533,-0.3543
,,-247.587,-0.3523
,,-247.641,-0.3498
,,-247.695,-0.3468
,,-247.749,-0.3433
,,-247.804,-0.3393
,,-247.858,-0.3348
,,-247.912,-0.3299
,,-247.966,-0.3245
,,-248.02,-0.3187
,,-248.074,-0.3125
,,-248.128,-0.3058
,,-248.182,-0.2987
,,-248.236,-0.2912
,,-248.29,-0.2833
,,-248.344,-0.2751
,,-248.398,-0.2665
,,-248.452,-0.2575
,,-248.506,-0.2483
,,-248.56,-0.2387
,,-248.614,-0.2288
,,-248.668,-0.2186
,,-248.722,-0.2082
,,-248.776,-0.1975
,,-248.83,-0.1866
,,-248.884,-0.1754
,,-248.938,-0.1641
,,-248.992,-0.1525
,,-249.046,-0.1408
,,-249.1,-0.129
,,-249.154,-0.117
,,-249.208,-0.1048
,,-249.262,-0.0926
,,-249.316,-0.0803
,,-249.37,-0.068
,,-249.425,-0.0555
,,-249.479,-0.0431
,,-249.533,-0.0306
,,-249.587,-0.0182
,,-249.641,-5.74E-03
,,-249.695,6.65E-03
,,-249.749,0.019
,,-249.803,0.0313
,,-249.857,0.0434
,,-249.911,0.0555
,,-249.965,0.0674
,,-250.019,0.0792
,,-250.073,0.0908
,,-250.127,0.1023
,,-250.181,0.1135
,,-250.235,0.1245
,,-250.289,0.1353
,,-250.343,0.1458
,,-250.397,0.1561
,,-250.451,0.1661
,,-250.505,0.1758
,,-250.559,0.1851
,,-250.613,0.1942
,,-250.667,0.2028
,,-250.721,0.2112
,,-250.775,0.2191
,,-250.829,0.2266
,,-250.883,0.2338
,,-250.937,0.2405
,,-250.991,0.2468
,,-251.045,0.2526
,,-251.1,0.258
,,-251.154,0.2629
,,-251.208,0.2674
,,-251.262,0.2713
,,-251.316,0.2748
,,-251.37,0.2778
,,-251.424,0.2802
,,-251.478,0.2822
,,-251.532,0.2836
,,-251.586,0.2846
,,-251.64,0.285
,,-251.694,0.2849
,,-251.748,0.2842
,,-251.802,0.2831
,,-251.856,0.2815
,,-251.91,0.2793
,,-251.964,0.2766
,,-252.018,0.2735
,,-252.072,0.2699
,,-252.126,0.2657
,,-252.18,0.2612
,,-252.234,0.2561
,,-252.288,0.2507
,,-252.342,0.2448
,,-252.396,0.2385
,,-252.45,0.2318
,,-252.504,0.2247
,,-252.558,0.2173
,,-252.612,0.2095
,,-252.666,0.2015
,,-252.721,0.1931
,,-252.775,0.1845
,,-252.829,0.1757
,,-252.883,0.1666
,,-252.937,0.1574
,,-252.991,0.148
,,-253.045,0.1384
,,-253.099,0.1288
,,-253.153,0.1191
,,-253.207,0.1093
,,-253.261,0.0996
,,-253.315,0.0898
,,-253.369,0.0801
,,-253.423,0.0704
,,-253.477,0.0609
,,-253.531,0.0515
,,-253.585,0.0422
,,-253.639,0.0332
,,-253.693,0.0243
,,-253.747,0.0157
,,-253.801,7.39E-03
,,-253.855,-6.50E-04
,,-253.909,-8.37E-03
,,-253.963,-0.0157
,,-254.017,-0.0228
,,-254.071,-0.0294
,,-254.125,-0.0356
,,-254.179,-0.0414
,,-254.233,-0.0467
,,-254.287,-0.0516
,,-254.342,-0.056
,,-254.396,-0.0599
,,-254.45,-0.0634
,,-254.504,-0.0663
,,-254.558,-0.0687
,,-254.612,-0.0706
,,-254.666,-0.0719
,,-254.72,-0.0728
,,-254.774,-0.0731
,,-254.828,-0.0729
,,-254.882,-0.0721
,,-254.936,-0.0709
,,-254.99,-0.0691
,,-255.044,-0.0669
,,-255.098,-0.0642
,,-255.152,-0.0609
,,-255.206,-0.0573
,,-255.26,-0.0532
,,-255.314,-0.0486
,,-255.368,-0.0437
,,-255.422,-0.0384
,,-255.476,-0.0327
,,-255.53,-0.0266
,,-255.584,-0.0203
,,-255.638,-0.0136
,,-255.692,-6.75E-03
,,-255.746,3.88E-04
,,-255.8,7.73E-03
,,-255.854,0.0153
,,-255.908,0.0229
,,-255.962,0.0307
,,-256.017,0.0386
,,-256.071,0.0465
,,-256.125,0.0545
,,-256.179,0.0624
,,-256.233,0.0703
,,-256.287,0.0782
,,-256.341,0.086
,,-256.395,0.0936
,,-256.449,0.1011
,,-256.503,0.1084
,,-256.557,0.1155
,,-256.611,0.1223
,,-256.665,0.129
,,-256.719,0.1353
,,-256.773,0.1413
,,-256.827,0.147
,,-256.881,0.1524
,,-256.935,0.1574
,,-256.989,0.162
,,-257.043,0.1662
,,-257.097,0.1701
,,-257.151,0.1735
,,-257.205,0.1765
,,-257.259,0.1791
,,-257.313,0.1812
,,-257.367,0.1829
,,-257.421,0.1842
,,-257.475,0.185
,,-257.529,0.1854
,,-257.583,0.1853
,,-257.638,0.1849
,,-257.692,0.184
,,-257.746,0.1827
,,-257.8,0.1811
,,-257.854,0.179
,,-257.908,0.1766
,,-257.962,0.1739
,,-258.016,0.1708
,,-258.07,0.1674
,,-258.124,0.1638
,,-258.178,0.1599
,,-258.232,0.1558
,,-258.286,0.1514
,,-258.34,0.1469
,,-258.394,0.1422
,,-258.448,0.1374
,,-258.502,0.1325
,,-258.556,0.1275
,,-258.61,0.1225
,,-258.664,0.1175
,,-258.718,0.1125
,,-258.772,0.1076
,,-258.826,0.1027
,,-258.88,0.098
,,-258.934,0.0934
,,-258.988,0.0889
,,-259.042,0.0847
,,-259.096,0.0806
,,-259.15,0.0768
,,-259.204,0.0733
,,-259.258,0.0701
,,-259.313,0.0672
,,-259.367,0.0646
,,-259.421,0.0623
,,-259.475,0.0604
,,-259.529,0.0589
,,-259.583,0.0578
,,-259.637,0.0571
,,-259.691,0.0569
,,-259.745,0.057
,,-259.799,0.0576
,,-259.853,0.0586
,,-259.907,0.06
,,-259.961,0.0619
,,-260.015,0.0641
,,-260.069,0.0668
,,-260.123,0.07
,,-260.177,0.0735
,,-260.231,0.0774
,,-260.285,0.0817
,,-260.339,0.0863
,,-260.393,0.0913
,,-260.447,0.0967
,,-260.501,0.1023
,,-260.555,0.1082
,,-260.609,0.1143
,,-260.663,0.1207
,,-260.717,0.1273
,,-260.771,0.134
,,-260.825,0.1409
,,-260.879,0.1479
,,-260.934,0.155
,,-260.988,0.1621
,,-261.042,0.1692
,,-261.096,0.1763
,,-261.15,0.1833
,,-261.204,0.1903
,,-261.258,0.1971
,,-261.312,0.2037
,,-261.366,0.2102
,,-261.42,0.2164
,,-261.474,0.2223
,,-261.528,0.228
,,-261.582,0.2333
,,-261.636,0.2383
,,-261.69,0.2428
,,-261.744,0.247
,,-261.798,0.2507
,,-261.852,0.2539
,,-261.906,0.2566
,,-261.96,0.2589
,,-262.014,0.2606
,,-262.068,0.2617
,,-262.122,0.2623
,,-262.176,0.2623
,,-262.23,0.2616
,,-262.284,0.2604
,,-262.338,0.2586
,,-262.392,0.2562
,,-262.446,0.2532
,,-262.5,0.2495
,,-262.555,0.2453
,,-262.609,0.2405
,,-262.663,0.235
,,-262.717,0.229
,,-262.771,0.2224
,,-262.825,0.2153
,,-262.879,0.2077
,,-262.933,0.1995
,,-262.987,0.1909
,,-263.041,0.1818
,,-263.095,0.1723
,,-263.149,0.1624
,,-263.203,0.1521
,,-263.257,0.1414
,,-263.311,0.1305
,,-263.365,0.1193
,,-263.419,0.1079
,,-263.473,0.0963
,,-263.527,0.0846
,,-263.581,0.0727
,,-263.635,0.0608
,,-263.689,0.0489
,,-263.743,0.0369
,,-263.797,0.0251
,,-263.851,0.0133
,,-263.905,1.70E-03
,,-263.959,-9.72E-03
,,-264.013,-0.0209
,,-264.067,-0.0318
,,-264.121,-0.0425
,,-264.175,-0.0527
,,-264.23,-0.0626
,,-264.284,-0.0721
,,-264.338,-0.0811
,,-264.392,-0.0896
,,-264.446,-0.0977
,,-264.5,-0.1051
,,-264.554,-0.112
,,-264.608,-0.1183
,,-264.662,-0.124
,,-264.716,-0.1291
,,-264.77,-0.1335
,,-264.824,-0.1372
,,-264.878,-0.1403
,,-264.932,-0.1427
,,-264.986,-0.1443
,,-265.04,-0.1453
,,-265.094,-0.1456
,,-265.148,-0.1452
,,-265.202,-0.1441
,,-265.256,-0.1424
,,-265.31,-0.1399
,,-265.364,-0.1368
,,-265.418,-0.1331
,,-265.472,-0.1288
,,-265.526,-0.1238
,,-265.58,-0.1183
,,-265.634,-0.1123
,,-265.688,-0.1057
,,-265.742,-0.0986
,,-265.796,-0.0911
,,-265.851,-0.0832
,,-265.905,-0.0749
,,-265.959,-0.0662
,,-266.013,-0.0573
,,-266.067,-0.048
,,-266.121,-0.0386
,,-266.175,-0.0289
,,-266.229,-0.0192
,,-266.283,-9.31E-03
,,-266.337,6.11E-04
,,-266.391,0.0105
,,-266.445,0.0204
,,-266.499,0.0302
,,-266.553,0.0399
,,-266.607,0.0495
,,-266.661,0.0588
,,-266.715,0.0679
,,-266.769,0.0767
,,-266.823,0.0851
,,-266.877,0.0932
,,-266.931,0.101
,,-266.985,0.1083
,,-267.039,0.1151
,,-267.093,0.1214
,,-267.147,0.1273
,,-267.201,0.1326
,,-267.255,0.1374
,,-267.309,0.1415
,,-267.363,0.1451
,,-267.417,0.1481
,,-267.471,0.1505
,,-267.526,0.1522
,,-267.58,0.1533
,,-267.634,0.1538
,,-267.688,0.1537
,,-267.742,0.1529
,,-267.796,0.1515
,,-267.85,0.1495
,,-267.904,0.1469
,,-267.958,0.1437
,,-268.012,0.14
,,-268.066,0.1356
,,-268.12,0.1308
,,-268.174,0.1255
,,-268.228,0.1197
,,-268.282,0.1134
,,-268.336,0.1067
,,-268.39,0.0997
,,-268.444,0.0923
,,-268.498,0.0845
,,-268.552,0.0765
,,-268.606,0.0683
,,-268.66,0.0598
,,-268.714,0.0512
,,-268.768,0.0425
,,-268.822,0.0337
,,-268.876,0.0249
,,-268.93,0.016
,,-268.984,7.25E-03
,,-269.038,-1.45E-03
,,-269.092,-0.01
,,-269.147,-0.0184
,,-269.201,-0.0266
,,-269.255,-0.0346
,,-269.309,-0.0422
,,-269.363,-0.0496
,,-269.417,-0.0566
,,-269.471,-0.0632
,,-269.525,-0.0693
,,-269.579,-0.0751
,,-269.633,-0.0803
,,-269.687,-0.0851
,,-269.741,-0.0893
,,-269.795,-0.093
,,-269.849,-0.0962
,,-269.903,-0.0987
,,-269.957,-0.1007
,,-270.011,-0.1021
,,-270.065,-0.1028
,,-270.119,-0.103
,,-270.173,-0.1025
,,-270.227,-0.1014
,,-270.281,-0.0997
,,-270.335,-0.0974
,,-270.389,-0.0945
,,-270.443,-0.091
,,-270.497,-0.087
,,-270.551,-0.0824
,,-270.605,-0.0772
,,-270.659,-0.0715
,,-270.713,-0.0654
,,-270.768,-0.0587
,,-270.822,-0.0516
,,-270.876,-0.0441
,,-270.93,-0.0362
,,-270.984,-0.028
,,-271.038,-0.0195
,,-271.092,-0.0106
,,-271.146,-1.53E-03
,,-271.2,7.76E-03
,,-271.254,0.0172
,,-271.308,0.0268
,,-271.362,0.0365
,,-271.416,0.0463
,,-271.47,0.056
,,-271.524,0.0658
,,-271.578,0.0754
,,-271.632,0.085
,,-271.686,0.0944
,,-271.74,0.1036
,,-271.794,0.1126
,,-271.848,0.1214
