ppm (expt), data (expt), ppm (sim), data (sim)
,,-791.158,0.1839
,,-791.212,0.1667
,,-791.267,0.1497
,,-791.321,0.1329
,,-791.375,0.1164
,,-791.429,0.1003
,,-791.483,0.0845
,,-791.537,0.0692
,,-791.591,0.0544
,,-791.645,0.0402
,,-791.699,0.0265
,,-791.753,0.0135
,,-791.807,1.16E-03
,,-791.861,-0.0105
,,-791.915,-0.0214
,,-791.969,-0.0316
,,-792.023,-0.041
,,-792.077,-0.0496
,,-792.131,-0.0575
,,-792.185,-0.0645
,,-792.239,-0.0707
,,-792.293,-0.0762
,,-792.347,-0.0808
,,-792.401,-0.0846
,,-792.455,-0.0877
,,-792.509,-0.0899
,,-792.563,-0.0915
,,-792.617,-0.0923
,,-792.671,-0.0923
,,-792.725,-0.0917
,,-792.779,-0.0905
,,-792.833,-0.0885
,,-792.888,-0.086
,,-792.942,-0.0829
,,-792.996,-0.0793
,,-793.05,-0.0752
,,-793.104,-0.0706
,,-793.158,-0.0655
,,-793.212,-0.06
,,-793.266,-0.0542
,,-793.32,-0.048
,,-793.374,-0.0416
,,-793.428,-0.0348
,,-793.482,-0.0279
,,-793.536,-0.0207
,,-793.59,-0.0134
,,-793.644,-5.89E-03
,,-793.698,1.68E-03
,,-793.752,9.33E-03
,,-793.806,0.017
,,-793.86,0.0247
,,-793.914,0.0325
,,-793.968,0.0401
,,-794.022,0.0478
,,-794.076,0.0553
,,-794.13,0.0628
,,-794.184,0.0702
,,-794.238,0.0774
,,-794.292,0.0845
,,-794.346,0.0914
,,-794.4,0.0981
,,-794.454,0.1047
,,-794.509,0.111
,,-794.563,0.1172
,,-794.617,0.1231
,,-794.671,0.1288
,,-794.725,0.1343
,,-794.779,0.1395
,,-794.833,0.1445
,,-794.887,0.1492
,,-794.941,0.1536
,,-794.995,0.1578
,,-795.049,0.1617
,,-795.103,0.1654
,,-795.157,0.1687
,,-795.211,0.1718
,,-795.265,0.1746
,,-795.319,0.1771
,,-795.373,0.1793
,,-795.427,0.1812
,,-795.481,0.1828
,,-795.535,0.184
,,-795.589,0.185
,,-795.643,0.1856
,,-795.697,0.1859
,,-795.751,0.1858
,,-795.805,0.1855
,,-795.859,0.1847
,,-795.913,0.1836
,,-795.967,0.1822
,,-796.021,0.1804
,,-796.075,0.1782
,,-796.129,0.1757
,,-796.184,0.1728
,,-796.238,0.1695
,,-796.292,0.1658
,,-796.346,0.1618
,,-796.4,0.1574
,,-796.454,0.1526
,,-796.508,0.1474
,,-796.562,0.1418
,,-796.616,0.1359
,,-796.67,0.1296
,,-796.724,0.1229
,,-796.778,0.1158
,,-796.832,0.1085
,,-796.886,0.1007
,,-796.94,0.0927
,,-796.994,0.0843
,,-797.048,0.0757
,,-797.102,0.0667
,,-797.156,0.0575
,,-797.21,0.0481
,,-797.264,0.0384
,,-797.318,0.0285
,,-797.372,0.0185
,,-797.426,8.33E-03
,,-797.48,-1.97E-03
,,-797.534,-0.0124
,,-797.588,-0.0228
,,-797.642,-0.0332
,,-797.696,-0.0437
,,-797.75,-0.0541
,,-797.805,-0.0644
,,-797.859,-0.0747
,,-797.913,-0.0847
,,-797.967,-0.0946
,,-798.021,-0.1043
,,-798.075,-0.1137
,,-798.129,-0.1228
,,-798.183,-0.1316
,,-798.237,-0.14
,,-798.291,-0.148
,,-798.345,-0.1556
,,-798.399,-0.1628
,,-798.453,-0.1694
,,-798.507,-0.1755
,,-798.561,-0.1811
,,-798.615,-0.1861
,,-798.669,-0.1905
,,-798.723,-0.1943
,,-798.777,-0.1974
,,-798.831,-0.1999
,,-798.885,-0.2017
,,-798.939,-0.2028
,,-798.993,-0.2033
,,-799.047,-0.2031
,,-799.101,-0.2021
,,-799.155,-0.2005
,,-799.209,-0.1982
,,-799.263,-0.1952
,,-799.317,-0.1916
,,-799.371,-0.1873
,,-799.425,-0.1823
,,-799.48,-0.1768
,,-799.534,-0.1706
,,-799.588,-0.1639
,,-799.642,-0.1567
,,-799.696,-0.1489
,,-799.75,-0.1406
,,-799.804,-0.1319
,,-799.858,-0.1229
,,-799.912,-0.1134
,,-799.966,-0.1036
,,-800.02,-0.0936
,,-800.074,-0.0833
,,-800.128,-0.0728
,,-800.182,-0.0621
,,-800.236,-0.0514
,,-800.29,-0.0406
,,-800.344,-0.0298
,,-800.398,-0.0191
,,-800.452,-8.46E-03
,,-800.506,2.05E-03
,,-800.56,0.0124
,,-800.614,0.0225
,,-800.668,0.0323
,,-800.722,0.0419
,,-800.776,0.051
,,-800.83,0.0598
,,-800.884,0.0682
,,-800.938,0.0761
,,-800.992,0.0835
,,-801.046,0.0904
,,-801.101,0.0968
,,-801.155,0.1026
,,-801.209,0.1079
,,-801.263,0.1125
,,-801.317,0.1166
,,-801.371,0.12
,,-801.425,0.1228
,,-801.479,0.1249
,,-801.533,0.1265
,,-801.587,0.1274
,,-801.641,0.1277
,,-801.695,0.1274
,,-801.749,0.1266
,,-801.803,0.1251
,,-801.857,0.1231
,,-801.911,0.1205
,,-801.965,0.1175
,,-802.019,0.1139
,,-802.073,0.1099
,,-802.127,0.1055
,,-802.181,0.1007
,,-802.235,0.0955
,,-802.289,0.09
,,-802.343,0.0842
,,-802.397,0.0781
,,-802.451,0.0719
,,-802.505,0.0654
,,-802.559,0.0589
,,-802.613,0.0522
,,-802.667,0.0454
,,-802.722,0.0387
,,-802.776,0.0319
,,-802.83,0.0252
,,-802.884,0.0186
,,-802.938,0.0121
,,-802.992,5.79E-03
,,-803.046,-3.82E-04
,,-803.1,-6.34E-03
,,-803.154,-0.0121
,,-803.208,-0.0175
,,-803.262,-0.0227
,,-803.316,-0.0276
,,-803.37,-0.0322
,,-803.424,-0.0364
,,-803.478,-0.0403
,,-803.532,-0.0439
,,-803.586,-0.0471
,,-803.64,-0.0499
,,-803.694,-0.0523
,,-803.748,-0.0544
,,-803.802,-0.0561
,,-803.856,-0.0575
,,-803.91,-0.0585
,,-803.964,-0.0591
,,-804.018,-0.0595
,,-804.072,-0.0595
,,-804.126,-0.0592
,,-804.18,-0.0586
,,-804.234,-0.0578
,,-804.288,-0.0567
,,-804.342,-0.0553
,,-804.397,-0.0538
,,-804.451,-0.0521
,,-804.505,-0.0502
,,-804.559,-0.0482
,,-804.613,-0.046
,,-804.667,-0.0438
,,-804.721,-0.0415
,,-804.775,-0.0392
,,-804.829,-0.0368
,,-804.883,-0.0344
,,-804.937,-0.0321
,,-804.991,-0.0297
,,-805.045,-0.0275
,,-805.099,-0.0253
,,-805.153,-0.0232
,,-805.207,-0.0212
,,-805.261,-0.0193
,,-805.315,-0.0175
,,-805.369,-0.0159
,,-805.423,-0.0144
,,-805.477,-0.0131
,,-805.531,-0.0119
,,-805.585,-0.0109
,,-805.639,-0.01
,,-805.693,-9.28E-03
,,-805.747,-8.72E-03
,,-805.801,-8.32E-03
,,-805.855,-8.05E-03
,,-805.909,-7.93E-03
,,-805.963,-7.93E-03
,,-806.018,-8.05E-03
,,-806.072,-8.28E-03
,,-806.126,-8.61E-03
,,-806.18,-9.02E-03
,,-806.234,-9.51E-03
,,-806.288,-0.0101
,,-806.342,-0.0106
,,-806.396,-0.0113
,,-806.45,-0.0119
,,-806.504,-0.0125
,,-806.558,-0.0132
,,-806.612,-0.0138
,,-806.666,-0.0143
,,-806.72,-0.0149
,,-806.774,-0.0153
,,-806.828,-0.0157
,,-806.882,-0.016
,,-806.936,-0.0162
,,-806.99,-0.0164
,,-807.044,-0.0164
,,-807.098,-0.0163
,,-807.152,-0.0161
,,-807.206,-0.0158
,,-807.26,-0.0154
,,-807.314,-0.0149
,,-807.368,-0.0143
,,-807.422,-0.0136
,,-807.476,-0.0128
,,-807.53,-0.0119
,,-807.584,-0.011
,,-807.638,-0.01
,,-807.693,-8.94E-03
,,-807.747,-7.86E-03
,,-807.801,-6.76E-03
,,-807.855,-5.67E-03
,,-807.909,-4.59E-03
,,-807.963,-3.54E-03
,,-808.017,-2.55E-03
,,-808.071,-1.62E-03
,,-808.125,-7.84E-04
,,-808.179,-5.31E-05
,,-808.233,5.52E-04
,,-808.287,1.01E-03
,,-808.341,1.32E-03
,,-808.395,1.44E-03
,,-808.449,1.37E-03
,,-808.503,1.10E-03
,,-808.557,5.97E-04
,,-808.611,-1.38E-04
,,-808.665,-1.12E-03
,,-808.719,-2.35E-03
,,-808.773,-3.85E-03
,,-808.827,-5.61E-03
,,-808.881,-7.65E-03
,,-808.935,-0.01
,,-808.989,-0.0125
,,-809.043,-0.0154
,,-809.097,-0.0185
,,-809.151,-0.0219
,,-809.205,-0.0255
,,-809.259,-0.0293
,,-809.314,-0.0334
,,-809.368,-0.0377
,,-809.422,-0.0421
,,-809.476,-0.0467
,,-809.53,-0.0514
,,-809.584,-0.0563
,,-809.638,-0.0612
,,-809.692,-0.0662
,,-809.746,-0.0712
,,-809.8,-0.0762
,,-809.854,-0.0812
,,-809.908,-0.0861
,,-809.962,-0.0909
,,-810.016,-0.0955
,,-810.07,-0.0999
,,-810.124,-0.1042
,,-810.178,-0.1082
,,-810.232,-0.1118
,,-810.286,-0.1152
,,-810.34,-0.1182
,,-810.394,-0.1209
,,-810.448,-0.1231
,,-810.502,-0.1249
,,-810.556,-0.1262
,,-810.61,-0.127
,,-810.664,-0.1273
,,-810.718,-0.127
,,-810.772,-0.1262
,,-810.826,-0.1249
,,-810.88,-0.1229
,,-810.935,-0.1204
,,-810.989,-0.1173
,,-811.043,-0.1135
,,-811.097,-0.1092
,,-811.151,-0.1044
,,-811.205,-0.0989
,,-811.259,-0.0929
,,-811.313,-0.0863
,,-811.367,-0.0792
,,-811.421,-0.0716
,,-811.475,-0.0636
,,-811.529,-0.0551
,,-811.583,-0.0462
,,-811.637,-0.037
,,-811.691,-0.0274
,,-811.745,-0.0175
,,-811.799,-7.39E-03
,,-811.853,2.92E-03
,,-811.907,0.0134
,,-811.961,0.0239
,,-812.015,0.0345
,,-812.069,0.0451
,,-812.123,0.0556
,,-812.177,0.066
,,-812.231,0.0762
,,-812.285,0.0862
,,-812.339,0.0959
,,-812.393,0.1053
,,-812.447,0.1143
,,-812.501,0.1228
,,-812.555,0.1309
,,-812.61,0.1384
,,-812.664,0.1454
,,-812.718,0.1518
,,-812.772,0.1575
,,-812.826,0.1625
,,-812.88,0.1669
,,-812.934,0.1704
,,-812.988,0.1733
,,-813.042,0.1753
,,-813.096,0.1766
,,-813.15,0.177
,,-813.204,0.1766
,,-813.258,0.1754
,,-813.312,0.1735
,,-813.366,0.1707
,,-813.42,0.1671
,,-813.474,0.1628
,,-813.528,0.1577
,,-813.582,0.1519
,,-813.636,0.1455
,,-813.69,0.1383
,,-813.744,0.1306
,,-813.798,0.1223
,,-813.852,0.1135
,,-813.906,0.1043
,,-813.96,0.0946
,,-814.014,0.0845
,,-814.068,0.0742
,,-814.122,0.0636
,,-814.176,0.0529
,,-814.231,0.042
,,-814.285,0.0311
,,-814.339,0.0203
,,-814.393,9.48E-03
,,-814.447,-1.16E-03
,,-814.501,-0.0116
,,-814.555,-0.0217
,,-814.609,-0.0315
,,-814.663,-0.0409
,,-814.717,-0.0498
,,-814.771,-0.0583
,,-814.825,-0.0661
,,-814.879,-0.0733
,,-814.933,-0.0799
,,-814.987,-0.0857
,,-815.041,-0.0908
,,-815.095,-0.0952
,,-815.149,-0.0987
,,-815.203,-0.1013
,,-815.257,-0.1032
,,-815.311,-0.1041
,,-815.365,-0.1042
,,-815.419,-0.1034
,,-815.473,-0.1017
,,-815.527,-0.0991
,,-815.581,-0.0957
,,-815.635,-0.0915
,,-815.689,-0.0864
,,-815.743,-0.0805
,,-815.797,-0.0739
,,-815.852,-0.0665
,,-815.906,-0.0585
,,-815.96,-0.0498
,,-816.014,-0.0406
,,-816.068,-0.0308
,,-816.122,-0.0205
,,-816.176,-9.89E-03
,,-816.23,1.10E-03
,,-816.284,0.0124
,,-816.338,0.0239
,,-816.392,0.0355
,,-816.446,0.0471
,,-816.5,0.0588
,,-816.554,0.0704
,,-816.608,0.0819
,,-816.662,0.0931
,,-816.716,0.104
,,-816.77,0.1146
,,-816.824,0.1247
,,-816.878,0.1344
,,-816.932,0.1435
,,-816.986,0.1519
,,-817.04,0.1597
,,-817.094,0.1668
,,-817.148,0.1731
,,-817.202,0.1785
,,-817.256,0.1832
,,-817.31,0.1869
,,-817.364,0.1897
,,-817.418,0.1915
,,-817.472,0.1924
,,-817.527,0.1922
,,-817.581,0.1911
,,-817.635,0.189
,,-817.689,0.1859
,,-817.743,0.1819
,,-817.797,0.1768
,,-817.851,0.1708
,,-817.905,0.1639
,,-817.959,0.1561
,,-818.013,0.1474
,,-818.067,0.138
,,-818.121,0.1277
,,-818.175,0.1167
,,-818.229,0.1051
,,-818.283,0.0928
,,-818.337,0.08
,,-818.391,0.0667
,,-818.445,0.053
,,-818.499,0.0389
,,-818.553,0.0245
,,-818.607,0.01
,,-818.661,-4.76E-03
,,-818.715,-0.0196
,,-818.769,-0.0343
,,-818.823,-0.0491
,,-818.877,-0.0636
,,-818.931,-0.078
,,-818.985,-0.092
,,-819.039,-0.1058
,,-819.093,-0.1191
,,-819.148,-0.1319
,,-819.202,-0.1441
,,-819.256,-0.1558
,,-819.31,-0.1669
,,-819.364,-0.1772
,,-819.418,-0.1868
,,-819.472,-0.1957
,,-819.526,-0.2037
,,-819.58,-0.211
,,-819.634,-0.2173
,,-819.688,-0.2228
,,-819.742,-0.2274
,,-819.796,-0.2311
,,-819.85,-0.2339
,,-819.904,-0.2358
,,-819.958,-0.2368
,,-820.012,-0.237
,,-820.066,-0.2363
,,-820.12,-0.2348
,,-820.174,-0.2324
,,-820.228,-0.2293
,,-820.282,-0.2255
,,-820.336,-0.221
,,-820.39,-0.2158
,,-820.444,-0.21
,,-820.498,-0.2037
,,-820.552,-0.1969
,,-820.606,-0.1896
,,-820.66,-0.182
,,-820.714,-0.174
,,-820.768,-0.1658
,,-820.823,-0.1574
,,-820.877,-0.1488
,,-820.931,-0.1402
,,-820.985,-0.1315
,,-821.039,-0.1229
,,-821.093,-0.1144
,,-821.147,-0.106
,,-821.201,-0.0978
,,-821.255,-0.0899
,,-821.309,-0.0824
,,-821.363,-0.0752
,,-821.417,-0.0683
,,-821.471,-0.062
,,-821.525,-0.0561
,,-821.579,-0.0507
,,-821.633,-0.0459
,,-821.687,-0.0417
,,-821.741,-0.038
,,-821.795,-0.0349
,,-821.849,-0.0325
,,-821.903,-0.0307
,,-821.957,-0.0295
,,-822.011,-0.0289
,,-822.065,-0.0289
,,-822.119,-0.0295
,,-822.173,-0.0308
,,-822.227,-0.0325
,,-822.281,-0.0349
,,-822.335,-0.0377
,,-822.389,-0.041
,,-822.444,-0.0448
,,-822.498,-0.0489
,,-822.552,-0.0535
,,-822.606,-0.0583
,,-822.66,-0.0635
,,-822.714,-0.0688
,,-822.768,-0.0744
,,-822.822,-0.0801
,,-822.876,-0.0859
,,-822.93,-0.0917
,,-822.984,-0.0976
,,-823.038,-0.1033
,,-823.092,-0.109
,,-823.146,-0.1145
,,-823.2,-0.1198
,,-823.254,-0.1249
,,-823.308,-0.1296
,,-823.362,-0.1341
,,-823.416,-0.1382
,,-823.47,-0.1419
,,-823.524,-0.1451
,,-823.578,-0.148
,,-823.632,-0.1503
,,-823.686,-0.1522
,,-823.74,-0.1535
,,-823.794,-0.1543
,,-823.848,-0.1546
,,-823.902,-0.1544
,,-823.956,-0.1536
,,-824.01,-0.1524
,,-824.065,-0.1506
,,-824.119,-0.1483
,,-824.173,-0.1455
,,-824.227,-0.1423
,,-824.281,-0.1386
,,-824.335,-0.1345
,,-824.389,-0.13
,,-824.443,-0.1252
,,-824.497,-0.1201
,,-824.551,-0.1147
,,-824.605,-0.1091
,,-824.659,-0.1034
,,-824.713,-0.0975
,,-824.767,-0.0915
,,-824.821,-0.0854
,,-824.875,-0.0794
,,-824.929,-0.0734
,,-824.983,-0.0675
,,-825.037,-0.0618
,,-825.091,-0.0563
,,-825.145,-0.051
,,-825.199,-0.0461
,,-825.253,-0.0414
,,-825.307,-0.0371
,,-825.361,-0.0333
,,-825.415,-0.0298
,,-825.469,-0.0269
,,-825.523,-0.0244
,,-825.577,-0.0225
,,-825.631,-0.0211
,,-825.685,-0.0203
,,-825.74,-0.0201
,,-825.794,-0.0204
,,-825.848,-0.0214
,,-825.902,-0.0229
,,-825.956,-0.025
,,-826.01,-0.0277
,,-826.064,-0.031
,,-826.118,-0.0348
,,-826.172,-0.0392
,,-826.226,-0.0441
,,-826.28,-0.0494
,,-826.334,-0.0552
,,-826.388,-0.0614
,,-826.442,-0.0679
,,-826.496,-0.0748
,,-826.55,-0.082
,,-826.604,-0.0894
,,-826.658,-0.097
,,-826.712,-0.1047
,,-826.766,-0.1126
,,-826.82,-0.1204
,,-826.874,-0.1283
,,-826.928,-0.136
,,-826.982,-0.1437
,,-827.036,-0.1511
,,-827.09,-0.1583
,,-827.144,-0.1653
,,-827.198,-0.1718
,,-827.252,-0.1781
,,-827.306,-0.1838
,,-827.361,-0.1892
,,-827.415,-0.194
,,-827.469,-0.1982
,,-827.523,-0.2019
,,-827.577,-0.2049
,,-827.631,-0.2073
,,-827.685,-0.2091
,,-827.739,-0.2102
,,-827.793,-0.2106
,,-827.847,-0.2103
,,-827.901,-0.2093
,,-827.955,-0.2076
,,-828.009,-0.2052
,,-828.063,-0.2021
,,-828.117,-0.1984
,,-828.171,-0.194
,,-828.225,-0.189
,,-828.279,-0.1834
,,-828.333,-0.1773
,,-828.387,-0.1706
,,-828.441,-0.1635
,,-828.495,-0.1559
,,-828.549,-0.148
,,-828.603,-0.1397
,,-828.657,-0.1311
,,-828.711,-0.1224
,,-828.765,-0.1134
,,-828.819,-0.1043
,,-828.873,-0.0952
,,-828.927,-0.0862
,,-828.981,-0.0771
,,-829.036,-0.0683
,,-829.09,-0.0596
,,-829.144,-0.0512
,,-829.198,-0.0431
,,-829.252,-0.0354
,,-829.306,-0.0281
,,-829.36,-0.0213
,,-829.414,-0.0151
,,-829.468,-9.38E-03
,,-829.522,-4.32E-03
,,-829.576,8.52E-05
,,-829.63,3.79E-03
,,-829.684,6.77E-03
,,-829.738,9.00E-03
,,-829.792,0.0105
,,-829.846,0.0111
,,-829.9,0.011
,,-829.954,0.0101
,,-830.008,8.38E-03
,,-830.062,5.87E-03
,,-830.116,2.58E-03
,,-830.17,-1.48E-03
,,-830.224,-6.28E-03
,,-830.278,-0.0118
,,-830.332,-0.018
,,-830.386,-0.0248
,,-830.44,-0.0322
,,-830.494,-0.0402
,,-830.548,-0.0487
,,-830.602,-0.0576
,,-830.657,-0.0669
,,-830.711,-0.0765
,,-830.765,-0.0864
,,-830.819,-0.0965
,,-830.873,-0.1067
,,-830.927,-0.1169
,,-830.981,-0.1271
,,-831.035,-0.1372
,,-831.089,-0.1471
,,-831.143,-0.1567
,,-831.197,-0.166
,,-831.251,-0.175
,,-831.305,-0.1834
,,-831.359,-0.1913
,,-831.413,-0.1986
,,-831.467,-0.2053
,,-831.521,-0.2111
,,-831.575,-0.2162
,,-831.629,-0.2205
,,-831.683,-0.2239
,,-831.737,-0.2263
,,-831.791,-0.2278
,,-831.845,-0.2282
,,-831.899,-0.2276
,,-831.953,-0.226
,,-832.007,-0.2233
,,-832.061,-0.2195
,,-832.115,-0.2147
,,-832.169,-0.2087
,,-832.223,-0.2018
,,-832.278,-0.1937
,,-832.332,-0.1846
,,-832.386,-0.1746
,,-832.44,-0.1636
,,-832.494,-0.1516
,,-832.548,-0.1388
,,-832.602,-0.1252
,,-832.656,-0.1109
,,-832.71,-0.0958
,,-832.764,-0.0802
,,-832.818,-0.064
,,-832.872,-0.0473
,,-832.926,-0.0303
,,-832.98,-0.0129
,,-833.034,4.66E-03
,,-833.088,0.0224
,,-833.142,0.0401
,,-833.196,0.0577
,,-833.25,0.0752
,,-833.304,0.0925
,,-833.358,0.1094
,,-833.412,0.1258
,,-833.466,0.1418
,,-833.52,0.1571
,,-833.574,0.1717
,,-833.628,0.1856
,,-833.682,0.1986
,,-833.736,0.2106
,,-833.79,0.2216
,,-833.844,0.2315
,,-833.898,0.2403
,,-833.953,0.2479
,,-834.007,0.2542
,,-834.061,0.2593
,,-834.115,0.263
,,-834.169,0.2653
,,-834.223,0.2662
,,-834.277,0.2657
,,-834.331,0.2638
,,-834.385,0.2605
,,-834.439,0.2557
,,-834.493,0.2496
,,-834.547,0.242
,,-834.601,0.2331
,,-834.655,0.2228
,,-834.709,0.2112
,,-834.763,0.1984
,,-834.817,0.1843
,,-834.871,0.1692
,,-834.925,0.1529
,,-834.979,0.1357
,,-835.033,0.1175
,,-835.087,0.0984
,,-835.141,0.0786
,,-835.195,0.0581
,,-835.249,0.0369
,,-835.303,0.0153
,,-835.357,-6.69E-03
,,-835.411,-0.029
,,-835.465,-0.0515
,,-835.519,-0.0742
,,-835.574,-0.0968
,,-835.628,-0.1194
,,-835.682,-0.1418
,,-835.736,-0.1638
,,-835.79,-0.1855
,,-835.844,-0.2067
,,-835.898,-0.2274
,,-835.952,-0.2474
,,-836.006,-0.2666
,,-836.06,-0.285
,,-836.114,-0.3025
,,-836.168,-0.3191
,,-836.222,-0.3346
,,-836.276,-0.349
,,-836.33,-0.3623
,,-836.384,-0.3744
,,-836.438,-0.3852
,,-836.492,-0.3948
,,-836.546,-0.403
,,-836.6,-0.41
,,-836.654,-0.4156
,,-836.708,-0.4198
,,-836.762,-0.4228
,,-836.816,-0.4244
,,-836.87,-0.4246
,,-836.924,-0.4236
,,-836.978,-0.4212
,,-837.032,-0.4177
,,-837.086,-0.4129
,,-837.14,-0.4069
,,-837.195,-0.3999
,,-837.249,-0.3917
,,-837.303,-0.3826
,,-837.357,-0.3725
,,-837.411,-0.3616
,,-837.465,-0.3498
,,-837.519,-0.3374
,,-837.573,-0.3242
,,-837.627,-0.3105
,,-837.681,-0.2964
,,-837.735,-0.2818
,,-837.789,-0.2668
,,-837.843,-0.2517
,,-837.897,-0.2363
,,-837.951,-0.2209
,,-838.005,-0.2055
,,-838.059,-0.1902
,,-838.113,-0.1751
,,-838.167,-0.1602
,,-838.221,-0.1456
,,-838.275,-0.1314
,,-838.329,-0.1176
,,-838.383,-0.1044
,,-838.437,-0.0917
,,-838.491,-0.0797
,,-838.545,-0.0683
,,-838.599,-0.0577
,,-838.653,-0.0478
,,-838.707,-0.0387
,,-838.761,-0.0305
,,-838.815,-0.0231
,,-838.87,-0.0166
,,-838.924,-0.0109
,,-838.978,-6.17E-03
,,-839.032,-2.31E-03
,,-839.086,6.59E-04
,,-839.14,2.75E-03
,,-839.194,3.98E-03
,,-839.248,4.36E-03
,,-839.302,3.91E-03
,,-839.356,2.67E-03
,,-839.41,6.63E-04
,,-839.464,-2.07E-03
,,-839.518,-5.48E-03
,,-839.572,-9.54E-03
,,-839.626,-0.0142
,,-839.68,-0.0194
,,-839.734,-0.0251
,,-839.788,-0.0312
,,-839.842,-0.0377
,,-839.896,-0.0445
,,-839.95,-0.0516
,,-840.004,-0.0589
,,-840.058,-0.0664
,,-840.112,-0.0739
,,-840.166,-0.0815
,,-840.22,-0.089
,,-840.274,-0.0965
,,-840.328,-0.1038
,,-840.382,-0.1109
,,-840.436,-0.1178
,,-840.491,-0.1244
,,-840.545,-0.1307
,,-840.599,-0.1365
,,-840.653,-0.142
,,-840.707,-0.147
,,-840.761,-0.1516
,,-840.815,-0.1556
,,-840.869,-0.1591
,,-840.923,-0.1621
,,-840.977,-0.1644
,,-841.031,-0.1663
,,-841.085,-0.1675
,,-841.139,-0.1682
,,-841.193,-0.1683
,,-841.247,-0.1678
,,-841.301,-0.1667
,,-841.355,-0.1651
,,-841.409,-0.163
,,-841.463,-0.1604
,,-841.517,-0.1573
,,-841.571,-0.1538
,,-841.625,-0.1498
,,-841.679,-0.1455
,,-841.733,-0.1408
,,-841.787,-0.1358
,,-841.841,-0.1306
,,-841.895,-0.1252
,,-841.949,-0.1196
,,-842.003,-0.1139
,,-842.057,-0.1081
,,-842.111,-0.1022
,,-842.166,-0.0965
,,-842.22,-0.0907
,,-842.274,-0.0851
,,-842.328,-0.0797
,,-842.382,-0.0745
,,-842.436,-0.0695
,,-842.49,-0.0649
,,-842.544,-0.0606
,,-842.598,-0.0566
,,-842.652,-0.0531
,,-842.706,-0.05
,,-842.76,-0.0474
,,-842.814,-0.0453
,,-842.868,-0.0437
,,-842.922,-0.0427
,,-842.976,-0.0422
,,-843.03,-0.0423
,,-843.084,-0.043
,,-843.138,-0.0442
,,-843.192,-0.0461
,,-843.246,-0.0485
,,-843.3,-0.0516
,,-843.354,-0.0552
,,-843.408,-0.0593
,,-843.462,-0.064
,,-843.516,-0.0692
,,-843.57,-0.0748
,,-843.624,-0.081
,,-843.678,-0.0875
,,-843.732,-0.0945
,,-843.787,-0.1018
,,-843.841,-0.1094
,,-843.895,-0.1173
,,-843.949,-0.1254
,,-844.003,-0.1337
,,-844.057,-0.1421
,,-844.111,-0.1506
,,-844.165,-0.1591
,,-844.219,-0.1676
,,-844.273,-0.1761
,,-844.327,-0.1844
,,-844.381,-0.1925
,,-844.435,-0.2004
,,-844.489,-0.2081
,,-844.543,-0.2154
,,-844.597,-0.2223
,,-844.651,-0.2289
,,-844.705,-0.2349
,,-844.759,-0.2405
,,-844.813,-0.2455
,,-844.867,-0.25
,,-844.921,-0.2538
,,-844.975,-0.257
,,-845.029,-0.2596
,,-845.083,-0.2614
,,-845.137,-0.2625
,,-845.191,-0.2629
,,-845.245,-0.2626
,,-845.299,-0.2615
,,-845.353,-0.2596
,,-845.408,-0.2569
,,-845.462,-0.2535
,,-845.516,-0.2494
,,-845.57,-0.2445
,,-845.624,-0.2389
,,-845.678,-0.2325
,,-845.732,-0.2255
,,-845.786,-0.2177
,,-845.84,-0.2094
,,-845.894,-0.2004
,,-845.948,-0.1908
,,-846.002,-0.1807
,,-846.056,-0.1701
,,-846.11,-0.159
,,-846.164,-0.1475
,,-846.218,-0.1356
,,-846.272,-0.1233
,,-846.326,-0.1108
,,-846.38,-0.0981
,,-846.434,-0.0852
,,-846.488,-0.0721
,,-846.542,-0.059
,,-846.596,-0.0458
,,-846.65,-0.0327
,,-846.704,-0.0196
,,-846.758,-6.69E-03
,,-846.812,6.06E-03
,,-846.866,0.0186
,,-846.92,0.0309
,,-846.974,0.0428
,,-847.028,0.0544
,,-847.083,0.0655
,,-847.137,0.0762
,,-847.191,0.0865
,,-847.245,0.0962
,,-847.299,0.1053
,,-847.353,0.1139
,,-847.407,0.1219
,,-847.461,0.1292
,,-847.515,0.1359
,,-847.569,0.1419
,,-847.623,0.1473
,,-847.677,0.1519
,,-847.731,0.1559
,,-847.785,0.1591
,,-847.839,0.1616
,,-847.893,0.1635
,,-847.947,0.1646
,,-848.001,0.1651
,,-848.055,0.1648
,,-848.109,0.164
,,-848.163,0.1625
,,-848.217,0.1603
,,-848.271,0.1576
,,-848.325,0.1543
,,-848.379,0.1505
,,-848.433,0.1461
,,-848.487,0.1413
,,-848.541,0.1361
,,-848.595,0.1304
,,-848.649,0.1244
,,-848.704,0.1181
,,-848.758,0.1114
,,-848.812,0.1046
,,-848.866,0.0975
,,-848.92,0.0902
,,-848.974,0.0828
,,-849.028,0.0754
,,-849.082,0.0679
,,-849.136,0.0604
,,-849.19,0.0529
,,-849.244,0.0456
,,-849.298,0.0383
,,-849.352,0.0312
,,-849.406,0.0243
,,-849.46,0.0176
,,-849.514,0.0111
,,-849.568,4.95E-03
,,-849.622,-9.09E-04
,,-849.676,-6.43E-03
,,-849.73,-0.0116
,,-849.784,-0.0164
,,-849.838,-0.0208
,,-849.892,-0.0248
,,-849.946,-0.0283
,,-850,-0.0314
,,-850.054,-0.0341
,,-850.108,-0.0363
,,-850.162,-0.0381
,,-850.216,-0.0394
,,-850.27,-0.0403
